지역명,도로명,차선,최고속도
양천구,은행정로,1,30
구로구,항동로,1,30
송파구,수도권제1순환고속도로,4,100
중구,통일로,2,50
구로구,남부순환로95길,1,50
마포구,연남로,1,50
강서구,마곡중앙로,3,50
동대문구,왕산로,3,60
강서구,공항대로41길,2,50
강북구,솔매로,1,30
강북구,오현로32길,1,30
강북구,삼양로181길,1,50
동대문구,답십리로,1,60
강북구,삼양로,2,30
강동구,상일로,3,50
마포구,월드컵북로43길,1,30
중랑구,동일로92길,2,40
종로구,통일로,2,50
금천구,독산로28길,1,20
강동구,올림픽로48길,1,30
동대문구,왕산로,3,60
마포구,마포대로,1,40
종로구,종로1길,1,30
동작구,성대로1길,1,10
용산구,새창로,2,30
강서구,강서로,3,50
송파구,강동대로,4,50
동작구,양녕로,2,50
중랑구,동부간선도로,1,40
강서구,개화동로,4,50
양천구,중앙로,3,50
송파구,올림픽로,4,50
동대문구,서울시립대로,2,60
송파구,위례서로,3,50
용산구,한남대로,1,50
금천구,독산로36길,1,30
용산구,장문로,1,30
강서구,강서로47길,1,30
서초구,서초중앙로,3,50
금천구,디지털로9길,2,40
송파구,동남로,3,50
강남구,헌릉로745길.헌릉로757길,1,30
노원구,화랑로,2,50
강남구,선릉로189길.압구정로,1,30
송파구,풍성로26길,1,30
강남구,삼성로,3,50
중구,중림로,1,50
용산구,장문로6길,1,30
성동구,강변북로,5,80
종로구,필운대로,1,30
용산구,백범로,3,60
용산구,한강대로29길,2,30
성동구,독서당로,2,50
동대문구,한천로,4,60
마포구,만리재로,2,50
동작구,여의대방로,4,50
마포구,성암로,2,50
강서구,개화동로21길,1,30
강남구,남부순환로.삼성로사이길,1,60
종로구,사직로,3,50
종로구,세검정로,1,50
강남구,밤고개로21길,2,30
서초구,잠원로8길,1,30
은평구,통일로,1,30
광진구,자양번영로,1,30
강서구,방화대로,4,50
도봉구,해등로,2,30
성북구,종암로,4,50
강서구,마곡중앙로,1,30
양천구,신목로,1,30
송파구,송파대로30길,1,30
송파구,중대로,3,50
강남구,헌릉로,5,70
서대문구,연희로,2,50
마포구,월드컵로,5,50
용산구,남산공원길,1,40
송파구,오금로35길,1,40
관악구,신림로,3,50
광진구,용마산로,2,50
노원구,노원로,3,50
노원구,월계로55길,2,30
도봉구,노해로,3,50
성동구,왕십리로,1,60
성동구,뚝섬로1길,1,40
광진구,아차산로,1,60
마포구,대흥로,2,50
성북구,안암로,2,60
강서구,금낭화로17길,1,30
은평구,통일로,2,50
송파구,정의로,1,30
동작구,보라매로,2,60
도봉구,도당로,2,30
서초구,사임당로17길,1,30
성동구,천호대로,3,60
구로구,서부간선도로,2,80
양천구,월정로,1,30
중구,세종대로,4,50
구로구,경인로53길,1,30
종로구,비봉4길,1,30
관악구,인헌2길,1,50
용산구,유엔빌리지길,1,30
강북구,삼양로,2,50
관악구,봉천로,4,60
강남구,개포로.개포로109길사이길,2,30
영등포구,문래로,3,50
중구,남대문로,3,50
서초구,헌릉로,4,50
강서구,양천로,3,50
용산구,동작대로,2,50
양천구,국회대로,1,40
서초구,청계산로,1,50
서대문구,수색로,3,50
마포구,토정로,2,30
용산구,두텁바위로,1,30
강남구,도곡로,3,60
강동구,상암로,1,40
강동구,동남로75길,1,40
강북구,숭인로7가길,1,30
도봉구,방학로,3,50
구로구,오리로,1,10
강남구,남부순환로363길,1,30
강남구,학동로6길,1,30
성북구,오패산로10길,1,30
서대문구,명물길,1,30
서대문구,연희로5길,1,10
강북구,솔매로49길,1,30
강서구,강서농산물도매시장내부길,2,10
영등포구,선유동1로,2,60
용산구,청파로,3,50
서초구,동광로12길,1,50
용산구,여의대방로,2,60
광진구,능동로,2,50
노원구,한글비석로5길,1,30
금천구,서부간선도로,2,80
중구,남대문로,3,50
강서구,공항대로,4,60
강서구,등촌로,3,50
노원구,노원로22길,2,30
송파구,삼전로,2,50
종로구,새문안로,3,50
서대문구,거북골로,1,40
노원구,공릉로58바길,1,10
노원구,동일로210길,1,30
노원구,상계로,1,50
노원구,동일로231길,1,30
금천구,서부간선도로,2,60
강남구,테헤란로,4,50
용산구,만리재로,2,50
금천구,금하로,2,40
마포구,월드컵북로,4,50
마포구,월드컵북로,2,50
강남구,올림픽대로,1,30
양천구,안양천로,2,50
성동구,고산자로,4,50
금천구,두산로5길,1,30
영등포구,도림천로,3,50
구로구,경인로,2,50
서대문구,모래내로,2,40
동대문구,답십리로66길,1,10
서초구,서초중앙로,3,50
금천구,디지털로,2,50
서대문구,성산로,2,50
강남구,언주로,4,50
강남구,올림픽대로,2,50
강서구,개화동로,3,50
성북구,종암로21길,1,30
구로구,부일로17길,1,10
강동구,아리수로91길,1,30
강북구,삼양로77가길,1,10
송파구,동남로29길,1,30
동대문구,왕산로,3,60
중구,동호로,2,50
금천구,독산로,2,50
동대문구,사가정로,4,50
종로구,종로3길,1,50
동대문구,사가정로,2,60
강서구,양천로27길,2,30
광진구,광나루로,2,60
영등포구,문래로28길,2,60
강북구,월계로,3,50
동대문구,답십리로,3,60
영등포구,노들로,1,50
마포구,월드컵로36길,1,30
마포구,월드컵북로.인접길,1,30
관악구,은천로33길,1,30
영등포구,선유로,2,50
강동구,천호대로,4,50
성북구,보문사길,1,30
중랑구,용마산로94길,1,30
도봉구,노해로,2,30
영등포구,가마산로,3,50
성동구,왕십리로,1,40
구로구,서해안로,3,50
성북구,대사관로,1,30
구로구,연동로,1,40
양천구,중앙로29길,1,30
강남구,언주로,4,50
서초구,양재대로11길,3,30
강남구,도곡로,3,60
금천구,독산로28길,1,20
서초구,강남순환도시고속도로,3,80
서초구,청계산로9길,1,30
강남구,헌릉로757길,2,60
동대문구,고산자로,3,60
동작구,현충로,2,50
강남구,언주로,4,60
용산구,청파로,3,30
송파구,마천로,2,40
종로구,수표로,1,30
양천구,목동동로,2,50
중구,퇴계로18길,1,30
서초구,청계산로7길,1,30
동작구,대방동27길,1,10
송파구,한가람로,1,30
구로구,경인로8길,2,30
중랑구,경춘로,2,50
은평구,갈현로,1,30
마포구,와우산로,2,50
노원구,동일로198길,1,30
영등포구,경인로78길,1,40
중구,을지로,3,50
강서구,개화동로,7,50
마포구,증산로,2,60
관악구,솔밭로,1,30
마포구,성중길,1,40
중랑구,양원역로,1,30
중구,장충단로,4,50
서대문구,성산로,2,60
강북구,화계사길,1,30
노원구,노원로,3,50
노원구,동일로206길,2,50
노원구,상계로,2,50
중랑구,용마산로115길,1,30
용산구,독서당로,2,50
영등포구,도림천로,2,50
영등포구,도림천로,4,50
강서구,국회대로7길,1,40
강서구,양천로,3,50
용산구,이촌로65가길,1,30
강남구,논현로,3,50
강남구,도곡로,3,60
영등포구,노들로,1,30
관악구,서울대학교.내부도로,1,10
강서구,강서로,3,50
은평구,진흥로,3,50
중랑구,동일로,3,30
은평구,진관1로,1,30
서초구,서운로,2,30
양천구,월정로,1,30
영등포구,올림픽대로,1,40
노원구,노원로,2,50
마포구,마포대로,4,50
영등포구,여의대방로49길,1,30
중랑구,면목로35길,1,30
성북구,안암로,2,50
금천구,탑골로5길,1,30
관악구,대학길,1,10
구로구,부일로19길,1,30
용산구,새창로,2,50
성동구,동일로,1,50
구로구,오리로22길,1,30
송파구,송파대로8길,2,30
구로구,신도림로11다길,1,30
동작구,현충로,3,50
강남구,영동대로85길,1,10
동대문구,장한로26길,1,30
은평구,은평로16가길,1,50
관악구,관악로,4,50
노원구,덕릉로86길,1,30
은평구,통일로,3,50
은평구,향기1로,1,30
노원구,상계로,2,50
구로구,구로중앙로34길,1,30
동작구,국사봉길,1,10
도봉구,도봉로,3,50
종로구,평창문화로,1,20
동대문구,장한로28길,1,30
동대문구,한천로58길,2,40
송파구,양재대로,4,50
용산구,녹사평대로,4,50
성동구,광나루로,3,60
동대문구,왕산로,3,50
중랑구,망우로,3,50
중구,을지로,3,50
강북구,한천로120길,1,30
도봉구,도봉로129길,1,30
송파구,동남로,3,60
광진구,뚝섬로66길,1,10
성동구,살곶이길,2,30
노원구,상계로,2,50
성동구,상원1길,1,10
서대문구,연희로,2,50
노원구,노해로,3,50
강서구,수명로2길,1,40
강남구,영동대로,4,60
송파구,강동대로,4,50
구로구,금오로,2,60
서대문구,수색로,4,50
성북구,화랑로13길,1,50
동작구,현충로,3,60
구로구,서부간선도로,2,80
양천구,목동서로,2,50
중랑구,용마산로94길,1,30
영등포구,올림픽대로,4,80
구로구,남부순환로95길,1,40
서대문구,세검정로,2,50
강남구,언주로,4,50
서초구,청계산로,2,60
금천구,시흥대로6길,1,30
강남구,올림픽대로,4,80
송파구,동남로18길,1,30
강남구,선릉로,2,50
강남구,남부순환로,4,60
강서구,김포공항내부도로,1,30
강서구,곰달래로35길,1,10
영등포구,양평로22마길,1,30
동대문구,망우로,3,50
영등포구,영등포로12길,1,30
마포구,독막로,3,50
마포구,잔다리로,1,40
강서구,개화동로,1,60
동작구,매봉로6길,1,30
강남구,논현로,2,50
노원구,화랑로,3,50
송파구,문정로,1,30
광진구,자양로,1,40
서초구,서초중앙로24길,1,40
강서구,우현로,3,30
노원구,노원로26길,1,40
양천구,신월로,3,50
영등포구,여의대로,2,50
종로구,사직로,1,30
송파구,올림픽대로,4,80
노원구,수도권제1순환고속도로,4,100
영등포구,선유로43가길,1,30
노원구,동일로,3,50
영등포구,영등포로,3,60
동작구,여의대방로,1,30
강서구,마곡중앙5로,2,40
종로구,자하문로7길,1,10
종로구,대학로.창경궁로.사이길,1,30
구로구,신정로,3,50
서대문구,모래내로,2,60
서초구,동작대로,3,60
성동구,금호로,2,50
광진구,광나루로39길,1,30
양천구,안양천로,3,50
송파구,위례성대로,4,50
서대문구,성산로,2,50
강서구,곰달래로,1,50
중구,청구로4길,1,30
관악구,난곡로,3,50
송파구,연화로,3,30
종로구,사직로8길,2,30
동대문구,휘경로,1,40
동대문구,신이문로,1,30
강남구,분당내곡간도시고속화도로,2,80
노원구,한글비석로20길,1,30
강서구,강서로56가길,1,30
양천구,목동로,3,50
성북구,고려대로7길,1,30
성북구,한천로,3,50
성북구,화랑로,1,40
중구,서소문로12길,1,30
광진구,광나루로,3,50
관악구,관천로,2,50
양천구,목동동로2길,1,10
서초구,경부고속도로,1,50
용산구,효창원로,1,30
강남구,테헤란로8길,2,40
서초구,동작대로,4,50
성북구,솔샘로25길,1,30
영등포구,신풍로8길,1,30
구로구,서부간선도로,2,80
양천구,신정로11길,1,30
영등포구,버드나루로,2,50
강남구,일원로,2,30
중랑구,동일로,3,50
영등포구,당산로36길,1,30
서대문구,신촌로,4,50
서대문구,성산로,2,50
서대문구,성산로.연희로26길사이길,1,20
마포구,마포대로,4,50
노원구,월계로,1,30
도봉구,우이천로,2,30
도봉구,노해로,1,30
도봉구,마들로,2,50
성북구,한전로,3,50
성북구,종암로23길,1,30
성북구,정릉로,1,60
성북구,종암로27길,1,30
강동구,수도권제1순환고속도로,2,40
강남구,양재대로,3,70
서초구,효령로68길,1,30
서초구,서초대로,3,50
마포구,강변북로,3,40
종로구,지봉로,2,40
송파구,송파대로,3,50
송파구,성남대로,5,50
강동구,동남로,2,50
용산구,이촌로,1,60
동대문구,청계천로,2,30
송파구,오금로46길,1,40
강서구,발산로,2,30
노원구,초안산로1길,1,30
노원구,한글비석로21길,1,40
서대문구,통일로,3,60
마포구,신촌로,3,60
마포구,백범로,3,50
강남구,강남대로,5,50
용산구,효창원로37길,1,30
강동구,고덕로97길,2,30
광진구,강변역로4길,3,50
은평구,가좌로,2,50
용산구,우사단로,1,30
구로구,고척로52길,1,30
강남구,언주로,4,50
성동구,장터길,1,30
은평구,북한산로,2,50
은평구,진관3로,1,50
서초구,경부고속도로,5,110
구로구,고척로27길,1,30
영등포구,경인로,3,50
강남구,압구정로,3,50
송파구,삼전로1길,1,40
양천구,신정로5길,1,30
서초구,서초중앙로,3,50
동작구,서달로1길,1,30
성동구,광나루로,3,60
송파구,수도권제1순환고속도로,1,50
영등포구,양평로21다길,1,40
서초구,성촌길,1,30
종로구,종로,3,50
노원구,동일로198가길,1,30
양천구,목동서로,5,50
영등포구,신길로13길,1,30
구로구,신도림로19길,1,30
노원구,노원로,2,50
성동구,왕십리로,1,40
강서구,등촌로13길,1,10
서초구,서초중앙로,3,50
강남구,남부순환로,4,50
강남구,논현로,3,50
노원구,상계로5길,1,50
노원구,동일로248길,1,30
중구,퇴계로,3,50
강남구,도곡로,3,60
구로구,남부순환로,3,40
강남구,남부순환로,4,60
강서구,강서로56가길,1,30
강남구,도산대로,4,50
강남구,헌릉로.헌인릉1길사이길,1,40
강남구,남부순환로365길,1,30
마포구,만리재로,2,50
광진구,능동로10길,1,30
은평구,백련산로,1,40
중랑구,세종포천고속도로,3,100
강서구,개화동로,3,50
강남구,봉은사로,3,50
은평구,연서로27길,1,30
영등포구,가마산로79가길,1,30
도봉구,우이천로,1,40
양천구,신목로16길,1,30
영등포구,문래로4길,1,10
강서구,수명로2가길,1,50
금천구,독산로75길,1,30
노원구,상계로,1,30
노원구,동부간선도로,2,60
은평구,진관2로,1,40
구로구,구로중앙로,3,50
강남구,논현로,2,50
양천구,신정로11길,1,30
성동구,동부간선도로,1,40
송파구,양산로8길,1,30
노원구,노원로,3,50
서초구,경부고속도로,2,40
노원구,동부간선도로,2,40
구로구,중앙로3길,1,30
구로구,경인로8길,1,30
성북구,한천로,3,50
성북구,보국문로,1,50
중랑구,신내로15길,1,30
강서구,하늘길,1,40
노원구,화랑로,3,50
금천구,가마산로,3,50
노원구,공릉로55길,1,30
관악구,원신길,1,30
구로구,안양천로,3,50
구로구,경인로,1,30
성동구,뚝섬로,2,40
강남구,논현로,3,60
강동구,양재대로,1,50
양천구,신월로,3,50
마포구,숭문길,1,50
노원구,한글비석로21길,1,40
노원구,한글비석로20길,1,30
구로구,새말로18길,1,50
구로구,중앙로,3,50
구로구,디지털로34길,2,30
강남구,헌릉로757길,2,30
동작구,장승배기로,2,50
서초구,신반포로,3,50
성북구,화랑로13가길,1,30
마포구,신수로,1,30
용산구,새창로,2,50
용산구,이촌로,1,60
도봉구,도봉로170길,2,50
강남구,도곡로101길,1,40
도봉구,우이천로38길,1,30
도봉구,도봉로169나길,1,30
금천구,벚꽃로,1,40
서초구,경부고속도로,1,40
서초구,잠원로,3,50
관악구,봉천로,2,50
영등포구,선유서로,1,40
영등포구,여의서로,1,40
관악구,남부순환로,1,50
서대문구,거북골로,1,40
도봉구,덕릉로,2,50
강서구,공항대로,3,50
강남구,도산대로,4,50
구로구,부일로,2,50
용산구,이촌로,1,50
성동구,고산자로,3,50
서대문구,연희로25길,1,30
도봉구,우이천로,1,30
서대문구,수색로6길,1,40
은평구,수색로,3,50
은평구,증산로19길,1,30
은평구,갈현로7길,1,10
강동구,풍산로,2,30
구로구,경인로,3,50
성북구,한천로,3,50
성북구,보국문로.인접길,1,30
강북구,인수봉로,2,30
마포구,서강로,3,50
노원구,동부간선도로,1,40
서초구,경부고속도로,1,50
영등포구,의사당대로,2,40
광진구,동일로,2,50
성북구,선잠로2길,1,10
강동구,천호대로,5,60
동작구,현충로,3,50
서초구,사임당로,2,30
강남구,도곡로,3,60
동대문구,고산자로29길,1,60
성동구,마장로,3,60
금천구,서부샛길,1,50
송파구,위례성대로,4,50
중랑구,용마산로94길,1,30
종로구,세종대로21길,2,30
종로구,사직로,3,50
송파구,삼전로1길,1,40
강북구,한천로131길,1,30
성북구,한천로66길,1,50
영등포구,당산로,3,50
서초구,반포대로27길,1,40
구로구,오리로,3,50
노원구,광운로,2,40
영등포구,양산로9길,1,30
마포구,월드컵로42길,1,30
마포구,월드컵북로,3,50
강동구,진황도로,1,30
서초구,양재대로,2,60
강남구,동부간선도로,3,80
송파구,송이로,2,30
강동구,구천면로,1,40
강동구,구천면로,1,40
강서구,허준로,2,50
강남구,선릉로,2,50
구로구,경인로,3,50
금천구,시흥대로,4,50
송파구,송파대로,4,50
노원구,한글비석로,1,30
은평구,증산로,3,50
영등포구,당산로37길,1,30
서대문구,경기대로9길,1,30
서대문구,봉원사길,1,40
양천구,목동중앙로,2,30
영등포구,노들로,2,50
마포구,월드컵로,2,30
송파구,양산로2길,1,30
마포구,방울내로,1,30
중랑구,신내로18길,1,30
강서구,마곡동로8길,1,30
노원구,화랑로,3,50
구로구,디지털로27가길,1,30
송파구,중대로8길,2,30
송파구,백제고분로,4,50
양천구,국회대로,2,80
서대문구,수색로6길,1,30
마포구,월드컵북로,3,50
강서구,양천로55길,1,30
마포구,서강로,1,40
영등포구,선유서로,1,30
영등포구,여의나루로,1,40
강북구,수유로,1,30
관악구,은천로,2,50
구로구,서부간선도로,2,80
중랑구,숙선옹주로9길,1,30
송파구,송파대로,3,50
영등포구,여의동로,1,50
강서구,까치산로,1,30
양천구,중앙로32길,1,30
서초구,신반포로47길,1,30
마포구,대흥로24길,2,30
양천구,신정중앙로,2,30
동작구,등용로,1,30
노원구,한글비석로,3,50
영등포구,올림픽대로,4,80
송파구,송파대로,4,50
노원구,동일로,1,30
송파구,올림픽로,5,50
용산구,백범로90길,1,60
강서구,양천로,3,50
강남구,일원로,2,30
동작구,양녕로,4,50
동대문구,사가정로4길,1,30
서초구,신반포로,3,60
송파구,양재대로60길,1,30
영등포구,여의대로2길,1,40
동작구,장승배기로13길,1,40
강서구,개화동로,3,50
중구,장충단로,3,50
금천구,가산디지털1로,1,40
동대문구,한천로,3,60
강동구,고덕로79길,1,30
영등포구,문래로10길,1,30
강서구,남부순환로17길,1,30
노원구,화랑로,3,50
노원구,화랑로,3,60
노원구,한글비석로8길,2,30
노원구,노원로26길,1,40
강북구,월계로21나길,1,10
중랑구,중랑역로,2,30
강서구,마곡서로,1,30
강서구,강서로,3,50
중구,퇴계로,3,50
중구,통일로,4,50
강남구,언주로86길,1,30
양천구,신월로.인접길,1,30
성동구,마조로,1,60
구로구,광남로,2,50
양천구,경인고속도로,2,80
중구,장충단로,3,50
종로구,혜화로,1,30
강북구,오현로,2,50
관악구,봉천로,2,50
동대문구,동부간선도로,1,40
서초구,사임당로,2,30
서대문구,연희로,2,50
용산구,새창로,2,30
강동구,풍성로,1,40
동작구,상도로62길,2,30
광진구,강변역로,4,50
동대문구,서울시립대로,2,60
송파구,충민로,3,50
송파구,위례서로,3,50
노원구,동일로,3,50
중구,을지로,3,50
강동구,수도권제1순환고속도로,2,40
중랑구,북부간선도로,1,30
강서구,강서로47길,2,30
강서구,양천로,3,50
동작구,장승배기로,2,50
서초구,남부순환로,4,50
노원구,상계로,3,50
은평구,증산서길,1,30
은평구,증산서길,1,30
성동구,광나루로,2,60
양천구,월정로,1,30
양천구,목동서로,2,30
성동구,강변북로,2,40
영등포구,여의공원로,2,50
서초구,신반포로15길,2,30
양천구,목동로3길,2,30
양천구,목동동로10길,2,30
영등포구,서부간선도로,3,30
송파구,양산로2길,1,30
동대문구,천호대로25길,1,10
구로구,서해안로,1,40
중구,새문안로,3,50
관악구,신림로,4,50
강남구,테헤란로,4,50
강남구,학동로,3,50
양천구,오목로,3,50
서대문구,모래내로,2,60
노원구,월계로,3,50
강서구,허준로,2,50
노원구,한글비석로,3,50
광진구,능동로35길,1,10
구로구,개봉로17나길,1,10
용산구,두텁바위로,1,10
영등포구,올림픽대로,1,40
동작구,동작대로,2,60
광진구,군자로,1,30
영등포구,영등포로,3,50
광진구,강변역로,2,50
노원구,한글비석로8길,2,30
동대문구,휘경로,1,40
관악구,시흥대로,1,40
종로구,인사동5길,1,30
서대문구,신촌로29나길,1,30
강남구,개포로109길,1,30
도봉구,해등로,2,30
성북구,광운로,2,50
노원구,동부간선도로,1,60
용산구,한남대로,5,50
송파구,오금로,3,50
강남구,역삼로,2,60
구로구,개봉로17라길,1,30
강동구,고덕로,2,30
송파구,양재대로.강동대로사이길,2,30
성북구,보문로30길,1,30
종로구,세종대로,6,50
종로구,율곡로,3,50
영등포구,선유로9길,1,30
종로구,사직로,3,50
도봉구,도봉로,3,50
송파구,올림픽로35나길,2,30
강서구,마곡중앙8로,1,30
강서구,양천로53길,1,30
구로구,시흥대로,4,50
구로구,디지털로27가길,1,30
구로구,오류로,1,30
구로구,서부샛길,1,30
도봉구,덕릉로,2,50
도봉구,해등로3길,2,40
도봉구,노해로,3,50
도봉구,도봉로,4,50
강남구,테헤란로87길,3,50
강남구,도곡로94길,1,20
중랑구,동일로114길,1,30
구로구,신정로,3,50
강서구,강서로68길,1,30
송파구,문정로,2,50
양천구,오목로,2,50
송파구,강동대로,1,40
성북구,한천로66길,1,40
송파구,서하남로,5,50
영등포구,선유서로,1,40
서대문구,통일로,3,50
강서구,마곡서로,1,30
용산구,임정로,1,30
동대문구,한천로,3,50
마포구,성암로,2,50
양천구,목동로,2,50
성북구,정릉로,2,50
강북구,덕릉로,2,50
금천구,시흥대로6길,1,30
송파구,오금로,3,50
성북구,화랑로,3,50
성동구,독서당로,2,50
도봉구,마들로,2,30
서초구,반포대로,5,50
강남구,영동대로,4,60
중랑구,겸재로,2,50
양천구,신월로,1,10
강서구,마곡서1로,1,30
강서구,화곡로60길,1,30
용산구,청파로,3,50
성북구,보문로29길,1,30
동작구,상도로,2,50
강동구,아리수로,3,50
강남구,밤고개로24길,1,40
서초구,양재대로,2,80
강남구,밤고개로26길,1,30
송파구,가락로,1,30
서초구,잠원로,2,50
성북구,삼양로,2,50
성북구,북악산로1길,1,10
양천구,오목로,3,50
강남구,역삼로,2,60
노원구,초안산로5길,1,30
성북구,내부순환도로,1,40
영등포구,영등포로,4,50
강서구,개화길,1,30
영등포구,경인로,2,50
중구,통일로,4,40
서대문구,증가로12나길,1,40
마포구,방울내로11길,1,10
성동구,고산자로,3,50
성북구,내부순환도로,1,30
중랑구,봉화산로,2,50
중랑구,경춘북로,3,50
양천구,국회대로,4,50
관악구,신림로,2,50
서초구,청계산로15길,1,30
노원구,초안산로3길,1,30
금천구,탑골로5길,1,30
용산구,한강대로,1,60
중랑구,면목천로,2,60
성북구,오패산로.인접길,2,10
강서구,마곡중앙2로,1,30
강남구,테헤란로115길,3,30
강서구,마곡중앙로,3,50
서초구,서초대로72길,1,30
강남구,도곡로94길,1,20
강서구,마곡중앙로,3,50
구로구,경인로67길,1,40
노원구,월계로,3,50
구로구,천왕로,2,50
마포구,월드컵북로,2,50
서초구,바우뫼로1길,1,30
동대문구,무학로,2,50
동대문구,장안벚꽃로1길,1,30
영등포구,도신로56길,1,30
강남구,언주로,3,60
영등포구,노들로,2,50
동대문구,왕산로26길,1,60
강북구,오패산로,1,50
노원구,월계로,2,50
양천구,신목로,2,50
성북구,삼양로13길,2,30
강남구,광평로10길,1,60
강동구,천호대로,4,50
도봉구,덕릉로,2,50
강동구,수도권제1순환고속도로,1,60
양천구,목동동로,2,50
관악구,신사로,2,50
강서구,남부순환로,2,50
서초구,강남대로,2,50
영등포구,여의대방로53길,1,30
강서구,김포한강로,3,80
용산구,녹사평대로,1,50
성북구,월계로,3,50
서초구,헌릉로,4,60
노원구,동부간선도로,3,80
구로구,개봉로23가길,1,50
영등포구,가마산로,3,50
동작구,올림픽대로,1,40
강서구,양천로,2,50
구로구,구로동로,2,50
동작구,동작대로33길.인접길,1,30
구로구,오리로,2,50
강동구,올림픽대로,1,40
성북구,길음로13길,1,30
영등포구,도림로,3,50
영등포구,신길로,2,30
노원구,동부간선로,1,60
마포구,성산로4길,1,40
강서구,초원로,2,30
구로구,경인로,1,40
영등포구,영등포로86길,1,30
구로구,안양천로537길,1,50
은평구,진관3로,2,30
강남구,강남대로,5,50
노원구,섬밭로,1,30
성동구,독서당로,2,50
용산구,한강대로38길,2,60
중랑구,봉화산로,2,50
영등포구,문래로28길,2,60
은평구,진관1로,2,50
강서구,마곡중앙로,1,30
송파구,강동대로,5,50
서초구,경부고속도로,5,80
강서구,강서로62길,1,30
중랑구,망우로,3,50
강남구,봉은사로,3,50
노원구,동일로,3,50
성북구,월계로36길,1,30
송파구,동남로,3,50
양천구,목동로,3,50
구로구,중앙로3길,1,30
구로구,새말로,2,30
구로구,고척로,2,30
강남구,도곡로,3,60
동대문구,천호대로,3,50
강북구,삼양로,2,50
마포구,모래내로,2,50
송파구,양재대로.강동대로사이길,2,30
구로구,도림로,2,50
강남구,선릉로,2,50
중랑구,북부간선도로,3,70
마포구,강변북로,1,60
구로구,디지털로,3,50
구로구,중앙로,3,50
강북구,SK북한산시티아파트내부길,1,10
용산구,녹사평대로,4,50
관악구,문성로16다길,1,10
송파구,도곡로61길,1,30
강남구,광평로,3,60
은평구,증산로3길,1,40
송파구,충민로,2,30
용산구,이태원로27길,1,30
관악구,문성로,2,30
강서구,강서로18길,1,30
성북구,정릉로,3,50
용산구,한남대로,3,50
강남구,봉은사로,3,50
도봉구,덕릉로,2,50
마포구,월드컵북로,4,50
성동구,성덕정길,1,40
동대문구,천호대로,5,50
강남구,도산대로,5,50
강남구,헌릉로571길,1,30
강남구,강남대로,5,50
광진구,뚝섬로,1,50
강서구,강서로56길,1,30
광진구,능동로,2,50
노원구,동일로174길,1,30
노원구,화랑로51가길,1,30
영등포구,서부간선도로,2,80
노원구,상계로,1,50
중랑구,봉우재로43길,1,30
서초구,방배로,2,50
서초구,서초대로65길,1,30
중구,남대문시장길,1,50
성북구,종암로,4,50
성동구,마장로,1,40
구로구,부일로13길,1,10
영등포구,올림픽대로,1,40
강남구,언주로108길,1,30
송파구,감일남로,3,50
송파구,정의로,2,30
강남구,남부순환로,4,60
영등포구,양평로28사길,1,30
강동구,양재대로127길,1,40
서대문구,모래내로,2,60
동대문구,동부간선도로,3,80
영등포구,여의대방로,2,50
양천구,중앙로,3,50
마포구,토정로,2,50
광진구,강변북로,1,40
관악구,신림로,3,50
동대문구,장한로,1,60
강동구,풍성로38길,1,30
성동구,자동차시장길,1,30
마포구,잔다리로,2,40
강남구,도산대로45길,1,30
강동구,상일로11길,1,30
강서구,김포공항내부도로,1,40
강동구,아리수로93길,2,30
서초구,강남대로61길,1,30
용산구,한강대로38길,2,60
강서구,허준로,2,30
성북구,월곡로14길,1,30
성북구,종암로,4,50
성북구,북악산로,1,30
동작구,알마타길,1,30
서초구,헌릉로8길,1,30
양천구,목동서로,2,50
은평구,연서로,3,50
노원구,동일로173길,1,30
은평구,백련산로,2,40
노원구,월계로44길,1,10
노원구,월계로45가길,1,30
은평구,수색로,3,50
강북구,월계로21가길,1,10
은평구,연서로,2,50
서초구,사평대로,4,50
영등포구,노들로,4,50
서초구,강남대로,3,50
은평구,대서문길,1,30
강북구,오패산로52사길,1,10
중구,청계천로,1,30
금천구,호암로,2,40
구로구,안양천로,3,50
금천구,금하로30길,1,30
강동구,고덕로,2,50
마포구,월드컵로42길,1,30
관악구,남부순환로,4,50
관악구,쑥고개로16길,2,30
양천구,신정로7길,2,50
송파구,정의로5길,1,30
영등포구,도림로86길,1,30
노원구,동일로183길,1,30
마포구,광성로,1,30
동대문구,이문로42길,1,30
서초구,나루터로4길,1,30
동대문구,답십리로65길,1,10
중구,을지로45길,2,30
양천구,신정로13길,1,30
양천구,강서로,1,10
중랑구,공릉로2길,1,30
강남구,남부순환로,4,60
용산구,녹사평대로11길,1,50
마포구,성산로,3,50
영등포구,양평로,2,50
영등포구,문래북로,1,30
영등포구,대림로,2,50
구로구,천왕로,2,50
도봉구,도봉산3길,1,30
종로구,사직로8길,2,30
금천구,시흥대로4길,1,30
송파구,송파대로,4,50
강남구,선릉로189길,1,30
서초구,올림픽대로,1,50
강남구,학동로50길,1,10
동대문구,장한로28길,1,30
도봉구,방학로,3,50
도봉구,마들로,3,50
도봉구,노해로,1,30
영등포구,당산로2길,2,40
마포구,만리재로,3,50
마포구,모래내로,2,50
은평구,연서로19길,1,30
양천구,지양로.인접길,1,30
노원구,동일로,3,50
노원구,동일로213길,1,30
노원구,상계로,2,60
노원구,한글비석로,1,30
노원구,중계로.덕릉로76길사이길,1,30
구로구,구로중앙로40길,1,30
